gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,last_new_job,training_hours,target
Male,No,Full time course,Graduate,STEM,<1,never,70,1
Male,No,Full time course,Graduate,STEM,1-4,never,30,1
Male,Yes,no_enrollment,Masters,STEM,5-9,1,174,0
Male,No,no_enrollment,Graduate,STEM,1-4,1,55,0
Male,No,no_enrollment,Graduate,STEM,5-9,1,90,0
Male,Yes,Full time course,Graduate,STEM,1-4,never,85,1
Female,Yes,no_enrollment,Masters,STEM,15-20,1,80,0
Male,Yes,no_enrollment,High School,STEM,15-20,never,66,0
Male,Yes,no_enrollment,Graduate,Humanities,1-4,1,80,1
Male,Yes,no_enrollment,Masters,STEM,10-14,3,26,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,37,0
Male,No,Full time course,High School,STEM,5-9,never,212,0
Male,Yes,Full time course,Masters,STEM,1-4,2,45,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,78,1
Male,No,no_enrollment,Graduate,STEM,1-4,1,29,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,77,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,22,0
Male,Yes,no_enrollment,Graduate,Arts,5-9,never,20,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,15,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,>4,36,1
Male,No,Full time course,High School,STEM,5-9,1,102,1
Male,Yes,Full time course,Graduate,STEM,1-4,1,20,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,15,1
Female,Yes,no_enrollment,Masters,Arts,<1,1,73,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,45,1
Male,Yes,no_enrollment,Masters,STEM,15-20,1,22,0
Male,No,Full time course,High School,STEM,<1,never,166,1
Male,Yes,no_enrollment,Graduate,Humanities,15-20,1,23,0
Male,Yes,no_enrollment,Masters,STEM,>20,3,55,0
Female,Yes,no_enrollment,Masters,STEM,5-9,1,54,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,166,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,55,1
Male,Yes,no_enrollment,Graduate,STEM,>20,2,18,0
Male,No,Full time course,High School,STEM,1-4,1,63,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,62,0
Male,Yes,Full time course,Graduate,STEM,1-4,4,109,1
Male,Yes,no_enrollment,Masters,Humanities,15-20,4,60,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,98,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,82,0
Male,Yes,no_enrollment,Masters,STEM,1-4,1,19,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,48,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,282,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,4,0
Male,No,no_enrollment,Graduate,Other,1-4,2,102,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,23,0
Male,Yes,no_enrollment,Graduate,No Major,>20,>4,110,1
Male,No,Full time course,High School,STEM,10-14,2,7,0
Male,Yes,no_enrollment,Graduate,Humanities,15-20,never,17,1
Male,No,Full time course,High School,STEM,1-4,1,7,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,103,1
Male,Yes,Full time course,High School,STEM,5-9,1,79,0
Female,Yes,Part time course,Graduate,STEM,5-9,1,48,0
Male,Yes,Part time course,High School,STEM,1-4,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,99,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,9,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,>20,4,13,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,24,0
Male,No,Full time course,Graduate,STEM,5-9,never,90,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,174,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,3,54,0
Male,Yes,Full time course,Graduate,STEM,5-9,3,44,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,21,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,30,1
Male,No,no_enrollment,Primary School,STEM,1-4,3,88,0
Male,No,Full time course,Graduate,STEM,5-9,never,51,0
Female,No,Full time course,Graduate,STEM,1-4,1,21,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,never,102,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,18,1
Male,No,no_enrollment,Graduate,STEM,1-4,never,12,0
Male,Yes,no_enrollment,Masters,Business Degree,15-20,2,70,0
Male,No,Full time course,High School,STEM,1-4,never,67,0
Female,Yes,no_enrollment,Graduate,STEM,1-4,1,114,1
Male,No,no_enrollment,Graduate,STEM,1-4,1,64,1
Male,No,no_enrollment,High School,STEM,>20,>4,89,0
Female,Yes,no_enrollment,Graduate,STEM,10-14,>4,20,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,16,0
Male,Yes,no_enrollment,Masters,STEM,5-9,4,170,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,107,0
Female,Yes,no_enrollment,Graduate,STEM,>20,1,9,0
Male,No,Full time course,Graduate,STEM,1-4,never,38,1
Male,Yes,no_enrollment,Masters,STEM,15-20,>4,17,1
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,72,0
Male,Yes,no_enrollment,Masters,STEM,15-20,>4,58,0
Male,No,Part time course,Graduate,No Major,1-4,1,24,0
Male,Yes,no_enrollment,Phd,STEM,15-20,2,28,0
Female,Yes,no_enrollment,Masters,Business Degree,5-9,4,74,0
Male,No,no_enrollment,Graduate,STEM,1-4,never,73,1
Male,Yes,no_enrollment,Masters,STEM,15-20,>4,160,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,26,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,3,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,17,1
Male,Yes,no_enrollment,Graduate,Business Degree,10-14,1,278,0
Male,Yes,Full time course,Graduate,STEM,1-4,2,14,1
Male,Yes,no_enrollment,Graduate,STEM,>20,1,20,0
Male,Yes,no_enrollment,Masters,STEM,10-14,2,62,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,17,1
Male,Yes,no_enrollment,Masters,STEM,5-9,>4,60,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,14,0
Male,No,Full time course,Graduate,STEM,5-9,1,40,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,65,0
Male,Yes,Full time course,Masters,STEM,1-4,>4,56,1
Male,Yes,Full time course,Masters,STEM,1-4,1,8,1
Male,No,no_enrollment,Masters,STEM,5-9,2,141,1
Male,Yes,no_enrollment,Graduate,Other,>20,1,9,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,18,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,128,0
Male,No,no_enrollment,Graduate,Business Degree,15-20,>4,51,0
Male,No,Full time course,Graduate,STEM,1-4,never,18,1
Male,No,Full time course,Graduate,STEM,1-4,1,45,1
Female,Yes,Part time course,Graduate,STEM,10-14,>4,39,0
Male,No,no_enrollment,Graduate,No Major,15-20,1,64,1
Male,No,Full time course,Masters,STEM,5-9,never,15,1
Other,No,no_enrollment,Graduate,STEM,10-14,1,139,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,244,1
Male,Yes,no_enrollment,Phd,STEM,>20,>4,58,0
Male,No,no_enrollment,High School,STEM,1-4,1,147,0
Male,Yes,Full time course,Graduate,STEM,>20,>4,19,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,242,0
Male,No,no_enrollment,Masters,STEM,5-9,1,11,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,20,1
Female,Yes,no_enrollment,Graduate,STEM,1-4,1,124,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,72,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,47,0
Female,Yes,no_enrollment,Graduate,STEM,10-14,>4,162,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,59,0
Male,Yes,no_enrollment,Phd,STEM,>20,>4,96,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,258,1
Male,No,Full time course,Graduate,STEM,1-4,never,17,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,12,0
Male,Yes,no_enrollment,High School,STEM,5-9,2,64,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,4,96,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,47,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,36,0
Male,No,Full time course,Graduate,STEM,5-9,4,31,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,25,1
Male,Yes,no_enrollment,Masters,STEM,5-9,2,24,1
Male,Yes,Part time course,Graduate,STEM,>20,3,44,1
Male,No,no_enrollment,Graduate,Humanities,5-9,1,114,0
Female,No,no_enrollment,Graduate,Arts,10-14,1,70,0
Male,No,no_enrollment,High School,STEM,5-9,never,18,0
Other,No,no_enrollment,Primary School,STEM,<1,never,8,0
Male,No,no_enrollment,Graduate,STEM,10-14,4,122,0
Male,No,no_enrollment,Graduate,STEM,5-9,3,5,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,18,0
Male,No,Full time course,Masters,Other,5-9,4,134,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,19,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,56,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,4,11,0
Female,No,no_enrollment,Masters,STEM,>20,never,72,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,81,0
Male,Yes,no_enrollment,Masters,STEM,10-14,4,52,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,124,0
Male,Yes,no_enrollment,High School,Humanities,5-9,1,19,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,29,1
Male,No,Full time course,Masters,STEM,10-14,>4,90,0
Male,No,Full time course,Graduate,STEM,5-9,1,77,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,130,0
Male,Yes,no_enrollment,Graduate,Other,15-20,1,24,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,56,1
Male,Yes,no_enrollment,Masters,STEM,10-14,1,4,0
Male,Yes,no_enrollment,Primary School,Arts,1-4,1,4,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,61,0
Male,Yes,no_enrollment,Phd,STEM,10-14,2,200,0
Male,Yes,Part time course,Graduate,STEM,5-9,4,162,0
Female,Yes,Part time course,Masters,STEM,1-4,1,58,0
Female,Yes,Full time course,Masters,STEM,<1,1,29,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,46,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,6,0
Male,No,no_enrollment,High School,STEM,10-14,never,35,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,210,0
Male,Yes,Full time course,Graduate,STEM,10-14,>4,64,0
Male,Yes,no_enrollment,Masters,STEM,5-9,never,21,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,154,0
Male,Yes,no_enrollment,Graduate,STEM,>20,1,10,1
Male,Yes,no_enrollment,Masters,Business Degree,>20,1,154,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,49,0
Male,No,Full time course,Masters,STEM,>20,2,24,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,10,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,105,0
Male,Yes,no_enrollment,Masters,STEM,10-14,3,18,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,29,0
Male,Yes,Part time course,Masters,STEM,10-14,1,37,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,21,1
Male,No,no_enrollment,High School,Humanities,5-9,never,106,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,37,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,46,0
Male,No,Part time course,Graduate,Arts,1-4,2,40,0
Female,No,Full time course,Graduate,STEM,5-9,1,146,1
Male,No,Full time course,Graduate,STEM,1-4,never,48,0
Male,Yes,no_enrollment,Phd,STEM,>20,3,84,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,56,0
Male,No,no_enrollment,Primary School,STEM,1-4,2,36,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,61,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,35,0
Female,Yes,no_enrollment,Masters,STEM,10-14,1,15,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,36,0
Male,No,Full time course,Graduate,STEM,5-9,never,320,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,124,0
Male,No,no_enrollment,Graduate,STEM,1-4,never,19,1
Male,Yes,no_enrollment,Graduate,Humanities,1-4,1,75,0
Male,Yes,no_enrollment,Graduate,Arts,5-9,4,11,0
Male,Yes,Full time course,Graduate,STEM,15-20,1,78,0
Male,No,no_enrollment,High School,STEM,5-9,never,65,0
Male,No,no_enrollment,Graduate,STEM,1-4,1,165,0
Male,No,no_enrollment,Masters,Business Degree,1-4,1,34,0
Male,Yes,Part time course,Graduate,STEM,5-9,1,65,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,98,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,6,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,54,1
Male,Yes,no_enrollment,Graduate,No Major,15-20,>4,45,0
Male,No,no_enrollment,High School,STEM,1-4,never,57,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,13,1
Male,Yes,no_enrollment,Graduate,Other,10-14,1,121,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,55,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,118,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,40,0
Male,Yes,Full time course,Masters,STEM,1-4,1,100,1
Male,Yes,no_enrollment,Masters,STEM,10-14,1,83,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,19,0
Male,Yes,no_enrollment,Graduate,Arts,10-14,2,94,0
Male,No,Full time course,Graduate,STEM,1-4,never,8,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,36,0
Male,No,Full time course,Masters,STEM,10-14,1,138,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,2,41,0
Male,No,no_enrollment,Graduate,STEM,5-9,never,36,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,51,0
Male,No,no_enrollment,Graduate,STEM,5-9,never,113,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,10,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,28,0
Male,No,no_enrollment,Phd,STEM,5-9,>4,6,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,12,0
Male,Yes,no_enrollment,Phd,STEM,15-20,>4,61,0
Male,No,Full time course,Graduate,STEM,5-9,1,330,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,29,1
Male,No,Full time course,High School,Other,<1,2,46,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,97,0
Female,Yes,no_enrollment,Graduate,STEM,15-20,>4,13,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,3,15,0
Female,Yes,no_enrollment,Graduate,Humanities,1-4,2,24,0
Male,Yes,Part time course,Graduate,STEM,5-9,never,236,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,83,0
Male,Yes,Full time course,Graduate,STEM,5-9,2,4,0
Male,No,Part time course,Graduate,STEM,5-9,1,77,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,110,0
Male,No,Full time course,High School,STEM,5-9,never,6,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,106,0
Male,Yes,no_enrollment,Masters,STEM,1-4,1,59,0
Male,Yes,no_enrollment,Phd,STEM,>20,2,140,0
Male,Yes,no_enrollment,High School,STEM,1-4,1,140,0
Male,Yes,Full time course,High School,STEM,1-4,2,42,0
Female,No,no_enrollment,Graduate,STEM,1-4,2,83,0
Male,Yes,no_enrollment,Phd,STEM,10-14,3,8,0
Male,Yes,Part time course,High School,STEM,10-14,2,172,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,26,1
Male,Yes,no_enrollment,Masters,STEM,>20,never,123,0
Male,No,no_enrollment,Graduate,STEM,5-9,3,174,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,4,33,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,130,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,78,1
Male,Yes,Part time course,Graduate,STEM,15-20,1,184,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,4,65,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,134,1
Male,Yes,no_enrollment,High School,STEM,<1,4,45,0
Male,Yes,no_enrollment,Masters,STEM,15-20,3,72,0
Male,Yes,Full time course,Masters,STEM,5-9,>4,172,1
Male,Yes,no_enrollment,Masters,STEM,>20,>4,112,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,never,43,0
Male,No,no_enrollment,Graduate,STEM,>20,>4,278,0
Male,No,Full time course,High School,STEM,15-20,never,130,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,2,112,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,66,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,94,0
Male,No,Part time course,Graduate,STEM,5-9,2,108,0
Male,No,Full time course,High School,STEM,<1,never,214,1
Male,Yes,Full time course,Graduate,STEM,10-14,1,130,0
Male,Yes,no_enrollment,Masters,STEM,>20,4,35,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,12,0
Male,Yes,Part time course,Graduate,STEM,5-9,2,116,0
Male,Yes,Full time course,Masters,STEM,10-14,1,9,0
Male,Yes,Part time course,Masters,STEM,5-9,>4,11,0
Male,Yes,no_enrollment,High School,STEM,1-4,>4,118,1
Male,No,no_enrollment,High School,STEM,5-9,never,100,0
Male,No,no_enrollment,Masters,STEM,>20,>4,5,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,90,0
Male,No,Full time course,High School,Other,5-9,never,122,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,25,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,24,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,>4,146,0
Male,No,no_enrollment,Graduate,STEM,1-4,never,10,1
Male,Yes,no_enrollment,Masters,STEM,15-20,4,80,1
Male,No,Part time course,Graduate,STEM,1-4,2,72,0
Female,Yes,no_enrollment,Graduate,STEM,10-14,4,54,0
Female,Yes,no_enrollment,Graduate,STEM,>20,>4,57,0
Male,Yes,no_enrollment,Graduate,Humanities,10-14,1,75,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,16,1
Male,Yes,no_enrollment,Graduate,No Major,5-9,3,6,1
Male,Yes,no_enrollment,High School,STEM,10-14,2,39,0
Male,No,no_enrollment,Primary School,STEM,<1,never,29,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,48,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,18,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,100,0
Male,Yes,no_enrollment,Masters,STEM,1-4,1,50,0
Male,Yes,Part time course,Graduate,STEM,15-20,1,152,0
Male,Yes,Part time course,High School,STEM,5-9,2,57,0
Male,No,Full time course,High School,STEM,5-9,never,111,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,78,1
Male,No,Full time course,High School,STEM,5-9,1,19,0
Male,Yes,no_enrollment,Graduate,Arts,5-9,2,75,0
Female,No,Part time course,Graduate,STEM,1-4,never,99,1
Male,Yes,no_enrollment,Graduate,STEM,>20,4,51,1
Male,Yes,no_enrollment,Phd,STEM,>20,>4,9,0
Female,Yes,no_enrollment,Graduate,STEM,5-9,1,100,1
Male,Yes,no_enrollment,Graduate,STEM,>20,1,56,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,25,0
Male,Yes,Full time course,Graduate,STEM,1-4,1,86,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,78,0
Male,Yes,no_enrollment,Graduate,No Major,15-20,>4,30,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,7,1
Male,No,no_enrollment,Graduate,STEM,5-9,3,69,1
Male,No,Full time course,High School,STEM,1-4,1,18,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,25,1
Male,No,Full time course,Graduate,STEM,5-9,2,192,1
Male,Yes,Full time course,Masters,STEM,10-14,1,24,1
Male,No,no_enrollment,Graduate,STEM,1-4,2,92,1
Other,Yes,no_enrollment,Masters,STEM,5-9,1,42,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,102,1
Male,No,Part time course,Graduate,STEM,1-4,1,62,1
Female,Yes,no_enrollment,Graduate,STEM,1-4,1,25,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,62,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,41,1
Female,Yes,no_enrollment,Graduate,Humanities,<1,1,42,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,72,1
Female,Yes,Part time course,Graduate,STEM,15-20,>4,65,1
Male,Yes,no_enrollment,Graduate,STEM,>20,4,320,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,22,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,38,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,7,1
Male,No,Full time course,Graduate,STEM,1-4,1,70,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,28,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,25,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,60,0
Male,No,Full time course,High School,STEM,5-9,never,86,1
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,66,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,27,0
Male,No,Full time course,Graduate,STEM,1-4,1,22,1
Male,Yes,no_enrollment,Graduate,STEM,5-9,4,214,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,4,109,1
Male,Yes,no_enrollment,Masters,STEM,1-4,1,94,1
Female,Yes,no_enrollment,Masters,STEM,5-9,>4,36,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,204,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,15,0
Male,No,no_enrollment,Phd,STEM,>20,>4,210,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,3,21,0
Female,Yes,no_enrollment,Graduate,STEM,10-14,1,222,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,16,0
Female,No,no_enrollment,Graduate,STEM,1-4,1,48,0
Female,No,Part time course,Graduate,STEM,1-4,1,4,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,61,0
Male,Yes,no_enrollment,Graduate,STEM,>20,3,113,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,1,31,0
Male,Yes,no_enrollment,Graduate,STEM,>20,2,148,0
Male,Yes,no_enrollment,Masters,STEM,>20,1,111,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,112,0
Male,Yes,Part time course,Graduate,STEM,5-9,3,55,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,172,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,32,0
Female,No,no_enrollment,High School,STEM,<1,3,39,0
Male,No,Full time course,Graduate,STEM,5-9,never,34,0
Male,Yes,Full time course,High School,STEM,10-14,1,89,0
Male,No,Full time course,High School,STEM,5-9,1,4,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,20,0
Male,No,no_enrollment,High School,STEM,1-4,never,2,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,never,326,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,161,0
Male,No,Part time course,Graduate,STEM,5-9,1,46,1
Male,Yes,no_enrollment,Graduate,STEM,>20,2,168,0
Male,No,no_enrollment,Graduate,Humanities,1-4,2,266,0
Male,Yes,no_enrollment,Masters,No Major,5-9,never,19,0
Male,No,no_enrollment,Graduate,STEM,15-20,1,18,0
Other,Yes,no_enrollment,Graduate,STEM,10-14,>4,30,0
Male,No,no_enrollment,Graduate,STEM,15-20,>4,69,0
Male,No,no_enrollment,Masters,STEM,10-14,>4,70,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,1,8,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,47,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,26,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,102,0
Male,No,no_enrollment,Graduate,STEM,<1,1,48,0
Male,No,Full time course,Graduate,STEM,1-4,1,23,0
Male,Yes,no_enrollment,Masters,STEM,10-14,1,56,0
Male,No,Full time course,Graduate,STEM,5-9,never,3,1
Male,No,Full time course,Graduate,STEM,5-9,1,106,1
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,36,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,>4,38,0
Male,No,Full time course,Masters,STEM,10-14,1,105,0
Female,Yes,no_enrollment,Graduate,Humanities,1-4,2,46,0
Male,Yes,no_enrollment,Masters,STEM,15-20,2,15,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,2,11,0
Male,Yes,no_enrollment,Masters,STEM,15-20,3,12,0
Male,Yes,no_enrollment,High School,STEM,1-4,never,56,0
Male,Yes,no_enrollment,Graduate,Humanities,5-9,1,9,0
Female,Yes,Full time course,Graduate,STEM,15-20,3,152,0
Female,Yes,no_enrollment,Masters,STEM,1-4,1,22,1
Male,No,no_enrollment,Graduate,STEM,5-9,>4,8,0
Male,Yes,no_enrollment,Masters,Humanities,5-9,1,20,0
Male,Yes,no_enrollment,Masters,STEM,15-20,1,48,1
Male,Yes,no_enrollment,Graduate,STEM,>20,2,43,0
Male,Yes,no_enrollment,Masters,STEM,>20,>4,37,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,>4,22,1
Male,Yes,no_enrollment,Phd,STEM,>20,2,26,0
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,6,1
Female,Yes,no_enrollment,Masters,STEM,1-4,1,56,0
Male,Yes,Full time course,Graduate,STEM,1-4,2,228,0
Male,No,Full time course,Graduate,STEM,5-9,1,20,0
Male,No,Full time course,High School,STEM,5-9,1,8,0
Male,No,Full time course,High School,STEM,1-4,never,182,0
Male,Yes,Full time course,Masters,STEM,10-14,1,102,0
Male,Yes,no_enrollment,Masters,Business Degree,>20,never,133,0
Female,No,no_enrollment,Masters,Humanities,>20,1,47,0
Male,Yes,no_enrollment,High School,STEM,5-9,never,246,0
Female,Yes,Full time course,Graduate,STEM,5-9,never,40,1
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,30,0
Male,No,Full time course,Masters,STEM,1-4,never,108,1
Male,Yes,no_enrollment,Graduate,STEM,1-4,1,166,0
Other,Yes,no_enrollment,Phd,STEM,>20,never,256,0
Male,Yes,no_enrollment,Phd,STEM,>20,4,30,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,4,54,0
Male,No,Full time course,High School,STEM,1-4,1,52,0
Male,Yes,no_enrollment,Graduate,STEM,5-9,never,80,0
Male,No,no_enrollment,High School,STEM,1-4,4,94,1
Male,Yes,no_enrollment,Graduate,STEM,>20,4,36,0
Male,No,no_enrollment,Phd,STEM,10-14,1,15,0
Male,Yes,no_enrollment,Masters,STEM,15-20,2,96,1
Male,Yes,Full time course,Graduate,STEM,5-9,2,8,0
Male,Yes,no_enrollment,Graduate,STEM,>20,>4,152,0
Male,Yes,no_enrollment,Masters,STEM,5-9,1,68,0
Male,Yes,Full time course,Masters,STEM,10-14,>4,13,0
Male,Yes,no_enrollment,Graduate,STEM,10-14,1,50,1
Male,Yes,Part time course,Graduate,STEM,10-14,1,72,0
Male,No,Part time course,Graduate,STEM,5-9,never,13,0
Male,Yes,no_enrollment,Graduate,STEM,15-20,2,21,0
Male,Yes,Full time course,Graduate,STEM,5-9,1,145,0
